Time (DD.MM.YYYY HH:MM:SS);name;CPU usage [%];vCPU [units]
12.05.2024 00:00:00;SRVDB1797;5.06;16.00
12.05.2024 01:00:00;SRVDB1797;2.24;16.00
12.05.2024 02:00:00;SRVDB1797;1.87;16.00
12.05.2024 03:00:00;SRVDB1797;1.73;16.00
12.05.2024 04:00:00;SRVDB1797;1.61;16.00
12.05.2024 05:00:00;SRVDB1797;1.73;16.00
12.05.2024 06:00:00;SRVDB1797;1.91;16.00
12.05.2024 07:00:00;SRVDB1797;2.58;16.00
12.05.2024 08:00:00;SRVDB1797;6.71;16.00
12.05.2024 09:00:00;SRVDB1797;4.04;16.00
12.05.2024 10:00:00;SRVDB1797;4.42;16.00
12.05.2024 11:00:00;SRVDB1797;4.67;16.00
12.05.2024 12:00:00;SRVDB1797;4.68;16.00
12.05.2024 13:00:00;SRVDB1797;4.48;16.00
12.05.2024 14:00:00;SRVDB1797;4.53;16.00
12.05.2024 15:00:00;SRVDB1797;4.47;16.00
12.05.2024 16:00:00;SRVDB1797;4.40;16.00
12.05.2024 17:00:00;SRVDB1797;5.22;16.00
12.05.2024 18:00:00;SRVDB1797;5.09;16.00
12.05.2024 19:00:00;SRVDB1797;5.01;16.00
12.05.2024 20:00:00;SRVDB1797;4.55;16.00
12.05.2024 21:00:00;SRVDB1797;3.89;16.00
12.05.2024 22:00:00;SRVDB1797;34.82;16.00
12.05.2024 23:00:00;SRVDB1797;18.21;16.00
13.05.2024 00:00:00;SRVDB1797;5.18;16.00
13.05.2024 01:00:00;SRVDB1797;2.08;16.00
13.05.2024 02:00:00;SRVDB1797;1.77;16.00
13.05.2024 03:00:00;SRVDB1797;1.66;16.00
13.05.2024 04:00:00;SRVDB1797;1.76;16.00
13.05.2024 05:00:00;SRVDB1797;2.31;16.00
13.05.2024 06:00:00;SRVDB1797;2.33;16.00
13.05.2024 07:00:00;SRVDB1797;3.75;16.00
13.05.2024 08:00:00;SRVDB1797;3.71;16.00
13.05.2024 09:00:00;SRVDB1797;5.45;16.00
13.05.2024 10:00:00;SRVDB1797;6.09;16.00
13.05.2024 11:00:00;SRVDB1797;5.95;16.00
13.05.2024 12:00:00;SRVDB1797;7.62;16.00
13.05.2024 13:00:00;SRVDB1797;10.34;16.00
13.05.2024 14:00:00;SRVDB1797;9.06;16.00
13.05.2024 15:00:00;SRVDB1797;7.30;16.00
13.05.2024 16:00:00;SRVDB1797;6.19;16.00
13.05.2024 17:00:00;SRVDB1797;6.51;16.00
13.05.2024 18:00:00;SRVDB1797;6.52;16.00
13.05.2024 19:00:00;SRVDB1797;5.72;16.00
13.05.2024 20:00:00;SRVDB1797;5.29;16.00
13.05.2024 21:00:00;SRVDB1797;5.40;16.00
13.05.2024 22:00:00;SRVDB1797;7.90;16.00
13.05.2024 23:00:00;SRVDB1797;3.37;16.00
14.05.2024 00:00:00;SRVDB1797;3.90;16.00
14.05.2024 01:00:00;SRVDB1797;1.99;16.00
14.05.2024 02:00:00;SRVDB1797;2.28;16.00
14.05.2024 03:00:00;SRVDB1797;1.59;16.00
14.05.2024 04:00:00;SRVDB1797;1.51;16.00
14.05.2024 05:00:00;SRVDB1797;1.89;16.00
14.05.2024 06:00:00;SRVDB1797;2.20;16.00
14.05.2024 07:00:00;SRVDB1797;3.18;16.00
14.05.2024 08:00:00;SRVDB1797;3.58;16.00
14.05.2024 09:00:00;SRVDB1797;4.31;16.00
14.05.2024 10:00:00;SRVDB1797;5.63;16.00
14.05.2024 11:00:00;SRVDB1797;5.34;16.00
14.05.2024 12:00:00;SRVDB1797;5.86;16.00
14.05.2024 13:00:00;SRVDB1797;6.70;16.00
14.05.2024 14:00:00;SRVDB1797;8.78;16.00
14.05.2024 15:00:00;SRVDB1797;6.29;16.00
14.05.2024 16:00:00;SRVDB1797;7.56;16.00
14.05.2024 17:00:00;SRVDB1797;6.15;16.00
14.05.2024 18:00:00;SRVDB1797;6.60;16.00
14.05.2024 19:00:00;SRVDB1797;5.74;16.00
14.05.2024 20:00:00;SRVDB1797;5.65;16.00
14.05.2024 21:00:00;SRVDB1797;4.80;16.00
14.05.2024 22:00:00;SRVDB1797;8.26;16.00
14.05.2024 23:00:00;SRVDB1797;3.45;16.00
15.05.2024 00:00:00;SRVDB1797;5.03;16.00
15.05.2024 01:00:00;SRVDB1797;2.88;16.00
15.05.2024 02:00:00;SRVDB1797;1.84;16.00
15.05.2024 03:00:00;SRVDB1797;1.77;16.00
15.05.2024 04:00:00;SRVDB1797;1.83;16.00
15.05.2024 05:00:00;SRVDB1797;2.25;16.00
15.05.2024 06:00:00;SRVDB1797;2.50;16.00
15.05.2024 07:00:00;SRVDB1797;3.75;16.00
15.05.2024 08:00:00;SRVDB1797;3.95;16.00
15.05.2024 09:00:00;SRVDB1797;4.97;16.00
15.05.2024 10:00:00;SRVDB1797;6.26;16.00
15.05.2024 11:00:00;SRVDB1797;7.36;16.00
15.05.2024 12:00:00;SRVDB1797;6.95;16.00
15.05.2024 13:00:00;SRVDB1797;7.19;16.00
15.05.2024 14:00:00;SRVDB1797;9.20;16.00
15.05.2024 15:00:00;SRVDB1797;8.37;16.00
15.05.2024 16:00:00;SRVDB1797;6.84;16.00
15.05.2024 17:00:00;SRVDB1797;7.66;16.00
15.05.2024 18:00:00;SRVDB1797;7.27;16.00
15.05.2024 19:00:00;SRVDB1797;7.54;16.00
15.05.2024 20:00:00;SRVDB1797;5.77;16.00
15.05.2024 21:00:00;SRVDB1797;5.82;16.00
15.05.2024 22:00:00;SRVDB1797;8.90;16.00
15.05.2024 23:00:00;SRVDB1797;4.01;16.00
16.05.2024 00:00:00;SRVDB1797;15.70;16.00
16.05.2024 01:00:00;SRVDB1797;12.91;16.00
16.05.2024 02:00:00;SRVDB1797;12.27;16.00
16.05.2024 03:00:00;SRVDB1797;2.73;16.00
16.05.2024 04:00:00;SRVDB1797;1.85;16.00
16.05.2024 05:00:00;SRVDB1797;2.09;16.00
16.05.2024 06:00:00;SRVDB1797;2.44;16.00
16.05.2024 07:00:00;SRVDB1797;3.68;16.00
16.05.2024 08:00:00;SRVDB1797;3.96;16.00
16.05.2024 09:00:00;SRVDB1797;4.61;16.00
16.05.2024 10:00:00;SRVDB1797;7.26;16.00
16.05.2024 11:00:00;SRVDB1797;6.03;16.00
16.05.2024 12:00:00;SRVDB1797;6.36;16.00
16.05.2024 13:00:00;SRVDB1797;8.09;16.00
16.05.2024 14:00:00;SRVDB1797;15.68;16.00
16.05.2024 15:00:00;SRVDB1797;7.13;16.00
16.05.2024 16:00:00;SRVDB1797;7.26;16.00
16.05.2024 17:00:00;SRVDB1797;7.67;16.00
16.05.2024 18:00:00;SRVDB1797;6.87;16.00
16.05.2024 19:00:00;SRVDB1797;6.51;16.00
16.05.2024 20:00:00;SRVDB1797;6.15;16.00
16.05.2024 21:00:00;SRVDB1797;5.45;16.00
16.05.2024 22:00:00;SRVDB1797;10.40;16.00
16.05.2024 23:00:00;SRVDB1797;4.07;16.00
17.05.2024 00:00:00;SRVDB1797;5.06;16.00
17.05.2024 01:00:00;SRVDB1797;2.53;16.00
17.05.2024 02:00:00;SRVDB1797;1.99;16.00
17.05.2024 03:00:00;SRVDB1797;1.90;16.00
17.05.2024 04:00:00;SRVDB1797;1.80;16.00
17.05.2024 05:00:00;SRVDB1797;2.10;16.00
17.05.2024 06:00:00;SRVDB1797;2.34;16.00
17.05.2024 07:00:00;SRVDB1797;3.33;16.00
17.05.2024 08:00:00;SRVDB1797;3.95;16.00
17.05.2024 09:00:00;SRVDB1797;5.16;16.00
17.05.2024 10:00:00;SRVDB1797;6.83;16.00
17.05.2024 11:00:00;SRVDB1797;6.70;16.00
17.05.2024 12:00:00;SRVDB1797;6.99;16.00
17.05.2024 13:00:00;SRVDB1797;8.38;16.00
17.05.2024 14:00:00;SRVDB1797;8.95;16.00
17.05.2024 15:00:00;SRVDB1797;8.88;16.00
17.05.2024 16:00:00;SRVDB1797;9.70;16.00
17.05.2024 17:00:00;SRVDB1797;8.28;16.00
17.05.2024 18:00:00;SRVDB1797;7.55;16.00
17.05.2024 19:00:00;SRVDB1797;7.32;16.00
17.05.2024 20:00:00;SRVDB1797;6.42;16.00
17.05.2024 21:00:00;SRVDB1797;5.88;16.00
17.05.2024 22:00:00;SRVDB1797;9.34;16.00
17.05.2024 23:00:00;SRVDB1797;4.09;16.00
18.05.2024 00:00:00;SRVDB1797;7.95;16.00
18.05.2024 01:00:00;SRVDB1797;2.58;16.00
18.05.2024 02:00:00;SRVDB1797;2.18;16.00
18.05.2024 03:00:00;SRVDB1797;1.87;16.00
18.05.2024 04:00:00;SRVDB1797;2.15;16.00
18.05.2024 05:00:00;SRVDB1797;2.06;16.00
18.05.2024 06:00:00;SRVDB1797;2.32;16.00
18.05.2024 07:00:00;SRVDB1797;3.15;16.00
18.05.2024 08:00:00;SRVDB1797;3.97;16.00
18.05.2024 09:00:00;SRVDB1797;4.18;16.00
18.05.2024 10:00:00;SRVDB1797;5.51;16.00
18.05.2024 11:00:00;SRVDB1797;5.83;16.00
18.05.2024 12:00:00;SRVDB1797;6.63;16.00
18.05.2024 13:00:00;SRVDB1797;5.95;16.00
18.05.2024 14:00:00;SRVDB1797;6.43;16.00
18.05.2024 15:00:00;SRVDB1797;5.88;16.00
18.05.2024 16:00:00;SRVDB1797;6.52;16.00
18.05.2024 17:00:00;SRVDB1797;5.85;16.00
18.05.2024 18:00:00;SRVDB1797;5.77;16.00
18.05.2024 19:00:00;SRVDB1797;5.37;16.00
18.05.2024 20:00:00;SRVDB1797;5.14;16.00
18.05.2024 21:00:00;SRVDB1797;4.39;16.00
18.05.2024 22:00:00;SRVDB1797;7.88;16.00
18.05.2024 23:00:00;SRVDB1797;3.37;16.00
19.05.2024 00:00:00;SRVDB1797;5.64;16.00
19.05.2024 01:00:00;SRVDB1797;2.46;16.00
19.05.2024 02:00:00;SRVDB1797;2.00;16.00
19.05.2024 03:00:00;SRVDB1797;1.74;16.00
19.05.2024 04:00:00;SRVDB1797;1.63;16.00
19.05.2024 05:00:00;SRVDB1797;1.75;16.00
19.05.2024 06:00:00;SRVDB1797;1.86;16.00
19.05.2024 07:00:00;SRVDB1797;2.55;16.00
19.05.2024 08:00:00;SRVDB1797;7.53;16.00
19.05.2024 09:00:00;SRVDB1797;3.36;16.00
19.05.2024 10:00:00;SRVDB1797;4.58;16.00
19.05.2024 11:00:00;SRVDB1797;5.20;16.00
19.05.2024 12:00:00;SRVDB1797;5.17;16.00
19.05.2024 13:00:00;SRVDB1797;5.24;16.00
19.05.2024 14:00:00;SRVDB1797;5.86;16.00
19.05.2024 15:00:00;SRVDB1797;5.10;16.00
19.05.2024 16:00:00;SRVDB1797;5.10;16.00
19.05.2024 17:00:00;SRVDB1797;5.15;16.00
19.05.2024 18:00:00;SRVDB1797;5.07;16.00
19.05.2024 19:00:00;SRVDB1797;5.10;16.00
19.05.2024 20:00:00;SRVDB1797;4.85;16.00
19.05.2024 21:00:00;SRVDB1797;5.04;16.00
19.05.2024 22:00:00;SRVDB1797;35.80;16.00
19.05.2024 23:00:00;SRVDB1797;19.40;16.00
20.05.2024 00:00:00;SRVDB1797;10.67;16.00
20.05.2024 01:00:00;SRVDB1797;10.88;16.00
20.05.2024 02:00:00;SRVDB1797;10.02;16.00
20.05.2024 03:00:00;SRVDB1797;9.78;16.00
20.05.2024 04:00:00;SRVDB1797;5.25;16.00
20.05.2024 05:00:00;SRVDB1797;0.98;16.00
20.05.2024 06:00:00;SRVDB1797;0.91;16.00
20.05.2024 07:00:00;SRVDB1797;1.65;16.00
20.05.2024 08:00:00;SRVDB1797;1.97;16.00
20.05.2024 09:00:00;SRVDB1797;2.41;16.00
20.05.2024 10:00:00;SRVDB1797;4.47;16.00
20.05.2024 11:00:00;SRVDB1797;5.25;16.00
20.05.2024 12:00:00;SRVDB1797;2.89;16.00
20.05.2024 13:00:00;SRVDB1797;2.88;16.00
20.05.2024 14:00:00;SRVDB1797;3.67;16.00
20.05.2024 15:00:00;SRVDB1797;2.92;16.00
20.05.2024 16:00:00;SRVDB1797;2.80;16.00
20.05.2024 17:00:00;SRVDB1797;2.69;16.00
20.05.2024 18:00:00;SRVDB1797;2.88;16.00
20.05.2024 19:00:00;SRVDB1797;3.38;16.00
20.05.2024 20:00:00;SRVDB1797;2.51;16.00
20.05.2024 21:00:00;SRVDB1797;2.66;16.00
20.05.2024 22:00:00;SRVDB1797;7.64;16.00
20.05.2024 23:00:00;SRVDB1797;1.81;16.00
21.05.2024 00:00:00;SRVDB1797;3.84;16.00
21.05.2024 01:00:00;SRVDB1797;1.19;16.00
21.05.2024 02:00:00;SRVDB1797;1.61;16.00
21.05.2024 03:00:00;SRVDB1797;1.05;16.00
21.05.2024 04:00:00;SRVDB1797;1.09;16.00
21.05.2024 05:00:00;SRVDB1797;1.31;16.00
21.05.2024 06:00:00;SRVDB1797;1.46;16.00
21.05.2024 07:00:00;SRVDB1797;1.81;16.00
21.05.2024 08:00:00;SRVDB1797;1.92;16.00
21.05.2024 09:00:00;SRVDB1797;2.38;16.00
21.05.2024 10:00:00;SRVDB1797;5.07;16.00
21.05.2024 11:00:00;SRVDB1797;3.58;16.00
21.05.2024 12:00:00;SRVDB1797;5.40;16.00
21.05.2024 13:00:00;SRVDB1797;3.52;16.00
21.05.2024 14:00:00;SRVDB1797;3.63;16.00
21.05.2024 15:00:00;SRVDB1797;2.71;16.00
21.05.2024 16:00:00;SRVDB1797;2.55;16.00
21.05.2024 17:00:00;SRVDB1797;3.08;16.00
21.05.2024 18:00:00;SRVDB1797;2.62;16.00
21.05.2024 19:00:00;SRVDB1797;2.75;16.00
21.05.2024 20:00:00;SRVDB1797;2.89;16.00
21.05.2024 21:00:00;SRVDB1797;2.27;16.00
21.05.2024 22:00:00;SRVDB1797;6.19;16.00
21.05.2024 23:00:00;SRVDB1797;1.81;16.00
22.05.2024 00:00:00;SRVDB1797;3.27;16.00
22.05.2024 01:00:00;SRVDB1797;1.64;16.00
22.05.2024 02:00:00;SRVDB1797;0.98;16.00
22.05.2024 03:00:00;SRVDB1797;1.06;16.00
22.05.2024 04:00:00;SRVDB1797;0.91;16.00
22.05.2024 05:00:00;SRVDB1797;1.06;16.00
22.05.2024 06:00:00;SRVDB1797;1.12;16.00
22.05.2024 07:00:00;SRVDB1797;1.48;16.00
22.05.2024 08:00:00;SRVDB1797;1.65;16.00
22.05.2024 09:00:00;SRVDB1797;2.03;16.00
22.05.2024 10:00:00;SRVDB1797;3.05;16.00
22.05.2024 11:00:00;SRVDB1797;3.19;16.00
22.05.2024 12:00:00;SRVDB1797;2.72;16.00
22.05.2024 13:00:00;SRVDB1797;2.70;16.00
22.05.2024 14:00:00;SRVDB1797;3.36;16.00
22.05.2024 15:00:00;SRVDB1797;2.82;16.00
22.05.2024 16:00:00;SRVDB1797;3.27;16.00
22.05.2024 17:00:00;SRVDB1797;3.50;16.00
22.05.2024 18:00:00;SRVDB1797;2.74;16.00
22.05.2024 19:00:00;SRVDB1797;2.47;16.00
22.05.2024 20:00:00;SRVDB1797;2.30;16.00
22.05.2024 21:00:00;SRVDB1797;2.74;16.00
22.05.2024 22:00:00;SRVDB1797;5.85;16.00
22.05.2024 23:00:00;SRVDB1797;1.75;16.00
23.05.2024 00:00:00;SRVDB1797;3.82;16.00
23.05.2024 01:00:00;SRVDB1797;1.18;16.00
